Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Fertilizer_Treatment,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Corn,Clay,6.71,1.62,61.73,56.25,346.11,1.2,34.49,36.54,43.05,5.71,2.48,Low,Mid,NK,OF,67.95,Drip,Controlled_Release,Sprinkler,74,33.45,49.23,16.73,10.04,6.69
Corn,Clay,6.22,0.71,261.4,32.78,392.91,1.38,15.02,29.04,77.74,3.94,4.08,Low,Late,NPK,CF,116.7,Drip,Biochar,Drip,10.17,40.67,34.85,20.34,12.2,8.13
Citrus,Sandy,6.47,2.14,180.24,47.84,117.77,1.53,88.18,21,45.4,4.92,6.33,High,Mid,PK,CF,110.74,Drip,Biochar,Flood,13.91,51.01,46.06,25.5,15.3,10.2
Citrus,Clay,6.2,0.95,279.87,16.58,272.76,1.34,70.93,20.97,57.13,2.32,7.64,High,Initial,PK,CF,194.7,Drip,Normal,Flood,65.38,72.18,37.07,36.09,21.65,14.44
Corn,Clay,6.31,1.6,131.43,43.68,165.37,1.26,22.91,36.76,40.06,5.18,4.67,High,Mid,NPK,CF,124.18,Broadcast,Biochar,Sprinkler,24.26,45.24,36.43,22.62,13.57,9.05
Citrus,Sandy,5.78,0.75,62.21,39.98,220.04,1.47,7.42,27.35,43.25,2.22,5.19,Medium,Mid,NK,CF,110.27,Broadcast,Controlled_Release,Flood,16.85,41.57,37.7,20.78,12.47,8.31
Wheat,Clay,6.78,2.22,267.84,63.2,250.29,1.3,64.56,37.02,82.72,1.96,2.43,High,Late,NPK,OF,194.44,Foliar,Controlled_Release,Drip,27.98,60.48,31.1,30.24,18.14,12.1
Vegetable,Clay,6.21,1.88,87.4,66,238.54,1.51,79.98,32.08,83.21,1.67,6.36,Low,Mid,Urea,CF,82,Broadcast,Controlled_Release,Flood,25.26,50.09,61.09,25.04,15.03,10.02
Vegetable,Loamy,6.85,0.91,133.91,71.06,316.58,1.11,28.03,26.36,93.26,2.01,3.39,Medium,Initial,Urea,OF,149.09,Drip,Normal,Drip,71.48,51.88,34.8,25.94,15.56,10.38
Wheat,Loamy,7.88,1.93,166.09,70.01,390.09,1.16,46.97,38.2,50.05,3.52,2.56,Low,Mid,NPK,CF,109.47,Broadcast,Controlled_Release,Drip,26.46,42.25,38.6,21.12,12.68,8.45
Vegetable,Loamy,6.84,0.67,172.99,79.88,80.12,1.15,105.59,17.39,88.62,0.99,2.71,High,Mid,Urea,CF,162.74,Drip,Biochar,Flood,53.47,73.2,44.98,36.6,21.96,14.64
Rice,Clay,8.36,2.04,55.87,59.52,289.2,1.12,60.66,31,52.08,0.78,2.15,Medium,Mid,NK,CF,163.48,Broadcast,Normal,Flood,29.78,57.32,35.06,28.66,17.2,11.46
Wheat,Sandy,5.94,1.48,181.69,53.45,233.16,1.18,103.04,39.63,65.1,2.16,5.64,High,Mid,NK,OF,136.81,Foliar,Controlled_Release,Flood,16.94,64.31,47.01,32.16,19.29,12.86
Citrus,Loamy,8.05,0.74,69.26,20.3,188.83,1.59,65.56,38.32,78.19,1.83,5.9,Low,Late,PK,CF,184.99,Broadcast,Controlled_Release,Sprinkler,72.22,69.07,37.34,34.53,20.72,13.81
Wheat,Clay,6.24,1.6,131.71,42.77,281.75,1.34,73.28,25.54,61.68,4.63,2.22,High,Mid,Urea,CF,182.7,Foliar,Controlled_Release,Drip,73.39,69.44,38.01,34.72,20.83,13.89
Corn,Loamy,8.3,0.9,293.87,40.13,360.15,1.31,69.82,20.69,50.65,0.84,5.02,Low,Mid,PK,OF,150.69,Foliar,Controlled_Release,Flood,18.64,59.26,39.33,29.63,17.78,11.85
Citrus,Sandy,6.18,1.85,120.09,61.42,263.71,1.56,16.35,20.11,61.97,2.99,3.91,Low,Late,Urea,OF,136.16,Drip,Controlled_Release,Flood,35.85,38.51,28.28,19.26,11.55,7.7
Corn,Sandy,7.74,1.92,253.22,29.23,337.18,1.5,5.94,16.79,51.65,5.87,5.86,Low,Initial,NK,OF,108.19,Foliar,Controlled_Release,Drip,66.61,28.6,26.43,14.3,8.58,5.72
Citrus,Sandy,5.69,2.02,177.58,70.96,153.36,1.24,86.18,39.18,47.8,2.19,7.97,High,Initial,NPK,OF,122.68,Broadcast,Controlled_Release,Flood,49.41,53.99,44.01,27,16.2,10.8
Vegetable,Sandy,7.39,2.29,100.6,25.39,203.18,1.5,72.71,32.97,92.99,2.91,2.24,Medium,Late,NK,OF,128.4,Drip,Biochar,Sprinkler,64.12,52.92,41.21,26.46,15.88,10.58
Wheat,Sandy,6.16,1.81,230.48,43.85,111.01,1.14,41.82,24.68,82.17,3.95,6.75,High,Late,PK,CF,174.45,Foliar,Biochar,Drip,46.83,53.58,30.71,26.79,16.07,10.72
Rice,Sandy,7.51,1.48,188.78,76.1,250.4,1.46,70.55,28.16,46.28,2.97,7.18,Low,Mid,NK,CF,191.78,Drip,Biochar,Sprinkler,43.7,64.82,33.8,32.41,19.45,12.96
Citrus,Clay,7.41,2.21,183.26,34.08,308.81,1.11,65.49,27.01,43.13,2.41,6.97,Medium,Initial,Urea,OF,102.38,Drip,Controlled_Release,Sprinkler,25.17,41.54,40.57,20.77,12.46,8.31
Citrus,Loamy,8.27,2.3,57.48,60.96,252.76,1.21,88.31,22.61,70.07,4.87,7.92,High,Mid,NK,OF,143.39,Broadcast,Controlled_Release,Sprinkler,39.89,52.26,36.45,26.13,15.68,10.45
Corn,Sandy,7.38,2.06,133.46,33.49,369.21,1.54,69.53,23.91,80,2.12,6.86,Medium,Initial,NK,OF,182.49,Foliar,Controlled_Release,Sprinkler,52.83,54.94,30.11,27.47,16.48,10.99
Vegetable,Loamy,6.72,2.38,233.68,46.01,350.78,1.29,79.09,31.79,63.22,2.76,6.59,Medium,Mid,NPK,CF,171.3,Broadcast,Controlled_Release,Drip,61.2,61.18,35.72,30.59,18.35,12.24
Corn,Loamy,6.08,2.46,249.02,64.29,198.53,1.33,65.64,21.15,69.95,3.07,2.06,Medium,Mid,NPK,CF,86.49,Foliar,Controlled_Release,Flood,79.93,43.16,49.9,21.58,12.95,8.63
Corn,Clay,7.47,1,253.7,67.02,250.29,1.42,19.04,15.04,82.99,4.19,5.3,Low,Mid,NK,OF,162.53,Broadcast,Biochar,Sprinkler,63.07,46.12,28.38,23.06,13.84,9.22
Vegetable,Sandy,5.85,0.87,59.35,68.97,276.46,1.45,102.78,38.56,83.99,4.14,4.01,Low,Late,Urea,CF,61.33,Drip,Controlled_Release,Sprinkler,58.7,55.49,90.48,27.74,16.65,11.1
Rice,Sandy,7.99,1.4,90.68,16.97,332.62,1.17,48.2,15.99,85.13,5.71,6.38,High,Mid,PK,OF,104.59,Drip,Biochar,Sprinkler,63.04,46.16,44.13,23.08,13.85,9.23
Corn,Clay,6.24,2.49,296.39,69.84,76.16,1.56,24.82,27.86,89.8,5.55,3.35,Low,Initial,Urea,CF,114.38,Broadcast,Biochar,Drip,45.96,32.9,28.76,16.45,9.87,6.58
Corn,Clay,7.07,0.68,88.86,20.25,332.6,1.38,115.99,30.08,70.3,2.94,5.85,Medium,Late,Urea,OF,73.33,Drip,Controlled_Release,Drip,55.89,57.11,77.88,28.56,17.13,11.42
Citrus,Clay,7.29,1.92,103.25,29.1,73.32,1.4,78.36,18.7,94.57,1.48,5.39,Low,Mid,NPK,CF,149.73,Drip,Normal,Sprinkler,30.21,57.13,38.16,28.56,17.14,11.43
Vegetable,Clay,6.59,2.2,250.66,77.98,301.84,1.42,110.49,21.79,68.78,1.69,5.22,Medium,Late,PK,CF,76.59,Broadcast,Normal,Flood,77.46,50.59,66.05,25.3,15.18,10.12
Wheat,Clay,7.49,2.49,148.36,20.1,212.86,1.53,29.45,25.62,71.72,3.83,3.52,High,Mid,PK,OF,128.94,Foliar,Biochar,Drip,57.8,37.42,29.02,18.71,11.23,7.48
Rice,Loamy,6.25,1.74,79.08,27.58,133.04,1.21,77.91,17.52,58.52,0.68,7.99,Low,Mid,NK,OF,61.3,Broadcast,Biochar,Drip,62.9,40.69,66.38,20.34,12.21,8.14
Rice,Clay,5.6,1.26,81.27,33.5,297.44,1.56,51.88,24.77,65.03,2.15,6.25,High,Mid,NPK,CF,111.86,Broadcast,Normal,Flood,22.91,49.11,43.9,24.56,14.73,9.82
Vegetable,Sandy,8.38,0.83,70.94,66.43,354.63,1.49,5.13,39.92,52.39,3.45,2.79,High,Late,Urea,OF,186.43,Broadcast,Normal,Flood,66.37,58.9,31.59,29.45,17.67,11.78
Citrus,Sandy,6.46,2.46,95.17,32.46,340.05,1.21,56.94,38.71,88.92,1.92,3.73,High,Late,PK,CF,78.41,Foliar,Normal,Flood,33.45,42.39,54.06,21.2,12.72,8.48
Citrus,Clay,7.64,2.35,174.25,67.82,117.94,1.5,41.34,24.93,63.21,0.94,7.97,High,Late,Urea,OF,101.38,Drip,Controlled_Release,Drip,16.77,40.76,40.21,20.38,12.23,8.15
Vegetable,Clay,7.02,2.11,53.77,24.39,261.44,1.35,10.52,37.07,78.57,0.73,5.17,Low,Mid,NPK,OF,165,Drip,Normal,Sprinkler,66.32,44.82,27.16,22.41,13.45,8.96
Citrus,Clay,7.51,2.39,79.28,52.07,282.09,1.39,89.96,28.77,76.65,0.86,5.92,Medium,Mid,NK,CF,194.04,Foliar,Controlled_Release,Flood,41,65.63,33.82,32.82,19.69,13.13
Rice,Clay,5.83,0.62,276.78,77.18,68.32,1.6,65.9,39.54,68.89,2.09,6.48,Low,Initial,NK,CF,131.87,Broadcast,Controlled_Release,Sprinkler,73.61,56.43,42.79,28.22,16.93,11.29
Rice,Clay,7.06,1.76,269.15,12.87,164.89,1.11,4,29.63,90.21,1.4,5.7,High,Mid,PK,CF,64.35,Foliar,Biochar,Sprinkler,18.47,34.48,53.58,17.24,10.34,6.9
Wheat,Sandy,6.68,1.05,258.27,73.6,86.5,1.57,29.17,17.07,78.17,2.06,3.49,Medium,Late,Urea,OF,117.51,Foliar,Biochar,Drip,29.35,43.39,36.92,21.7,13.02,8.68
Vegetable,Loamy,6.86,2.03,226.57,21.54,195.89,1.46,116.12,30.69,71.72,3.37,5.39,Medium,Mid,NK,CF,73.65,Drip,Normal,Sprinkler,12.06,56.56,76.8,28.28,16.97,11.31
Corn,Clay,8.4,0.69,215.38,50.67,304.55,1.27,86.38,24.35,90.84,4.81,5.74,High,Mid,PK,CF,193.69,Broadcast,Biochar,Sprinkler,48.06,72.66,37.51,36.33,21.8,14.53
Corn,Clay,5.91,1.02,118.88,13.42,331.85,1.46,110.88,32.98,90.86,4.92,5.44,Medium,Initial,PK,OF,149.5,Foliar,Biochar,Flood,42.55,65.69,43.94,32.84,19.71,13.14
Wheat,Clay,7.76,2.2,133.75,49.99,317.14,1.2,66.93,24.11,60.47,1.75,3.16,High,Late,Urea,OF,156.83,Foliar,Normal,Drip,13.91,57.17,36.45,28.58,17.15,11.43
Wheat,Sandy,6.49,2,108.95,53.05,145.08,1.36,99.44,23.32,71.02,4.53,5.35,Medium,Mid,NK,CF,120.84,Foliar,Normal,Sprinkler,38.31,60.04,49.69,30.02,18.01,12.01
Citrus,Sandy,6.37,2.48,295.08,66.54,102.04,1.51,61.1,31.62,85.22,5.03,6.55,Low,Initial,PK,CF,150.18,Broadcast,Normal,Flood,67.39,49.69,33.09,24.84,14.91,9.94
Wheat,Loamy,6.31,1.79,208.58,39.13,355.37,1.2,58.36,17.48,81.42,1.11,4.43,Medium,Mid,PK,CF,155.61,Broadcast,Biochar,Flood,12.58,55.21,35.48,27.6,16.56,11.04
Wheat,Loamy,6.55,1.11,291.44,74.1,309.88,1.38,23.83,19.51,67.98,3.66,7.03,High,Initial,Urea,CF,73.99,Drip,Biochar,Sprinkler,22.05,32.17,43.48,16.08,9.65,6.43
Corn,Loamy,6.57,1.6,117.95,35.93,314.34,1.12,94.59,25.23,91.26,2.7,7.81,Medium,Initial,Urea,CF,105.29,Foliar,Controlled_Release,Drip,56.23,51.78,49.18,25.89,15.53,10.36
Citrus,Loamy,6.31,2.39,205.3,16.41,144.8,1.52,61.33,15.3,62.27,2.26,3.92,Medium,Mid,NPK,CF,167.67,Drip,Controlled_Release,Drip,72.19,52.45,31.28,26.22,15.74,10.49
Wheat,Sandy,7.5,1.8,239.74,37.07,250.25,1.28,22.08,19.82,40.47,1.01,4.41,High,Mid,PK,CF,195.13,Foliar,Normal,Flood,34.42,58.21,29.83,29.1,17.46,11.64
Wheat,Loamy,5.64,2.26,73.68,31.44,364.27,1.26,53,28.97,91.72,3.53,5.06,Low,Initial,NK,CF,173.85,Foliar,Normal,Flood,63.56,53.93,31.02,26.96,16.18,10.79
Citrus,Clay,6.5,0.55,216.74,41.25,341.96,1.23,56.59,33.21,44.87,2.87,5.42,Medium,Mid,NPK,CF,127.05,Drip,Controlled_Release,Sprinkler,61.37,54,42.5,27,16.2,10.8
Vegetable,Sandy,6.34,1.24,92.27,23.97,143.59,1.46,4.33,24.09,85.03,1.58,6.08,Low,Mid,NK,CF,153.03,Broadcast,Normal,Drip,52.26,45.11,29.48,22.56,13.53,9.02
Citrus,Sandy,7.75,2.37,132.02,35.92,382.79,1.19,88.36,26.09,84.39,3.67,6.06,Low,Initial,NPK,CF,174.78,Broadcast,Biochar,Flood,75.1,58.89,33.69,29.44,17.67,11.78
Corn,Sandy,5.94,0.58,229.04,72.04,182.55,1.12,2.41,23.69,70.07,2.87,4.63,Medium,Late,NPK,OF,144.81,Broadcast,Biochar,Flood,48.25,47.65,32.91,23.82,14.3,9.53
Vegetable,Clay,8.32,1.54,160.02,55.67,250.44,1.24,66.84,17.09,94.39,5.38,6.62,High,Initial,NK,CF,86.98,Drip,Biochar,Drip,48.02,43.22,49.69,21.61,12.97,8.64
Rice,Sandy,6.01,1.19,280.29,23.87,305.96,1.43,77.45,38.52,69.55,4.96,2.77,Low,Mid,PK,CF,112.46,Foliar,Normal,Sprinkler,42.86,55.89,49.7,27.94,16.77,11.18
Citrus,Clay,6.61,1.79,110.3,13.7,137.81,1.13,5.26,27.23,70.97,4.36,3.25,High,Initial,NK,OF,137.2,Drip,Biochar,Sprinkler,26.93,37.39,27.25,18.7,11.22,7.48
Corn,Loamy,6.1,0.82,88.45,25.17,187.71,1.31,38.99,18.05,49.46,0.91,5,High,Mid,Urea,OF,157.53,Drip,Normal,Flood,67.52,57.35,36.41,28.68,17.2,11.47
Vegetable,Sandy,6.36,1.81,134.29,38.64,375.25,1.5,92.41,37.12,46.76,1.49,2.23,Medium,Late,NPK,OF,167.09,Broadcast,Normal,Sprinkler,11.51,68.57,41.04,34.28,20.57,13.71
Citrus,Clay,7.78,2.48,262.98,35.7,76.52,1.31,17.24,26.57,59.72,4.62,6.08,High,Late,PK,CF,63.73,Drip,Biochar,Flood,70.23,27.32,42.87,13.66,8.2,5.46
Wheat,Sandy,6.93,1.04,261.86,69.39,57.15,1.38,59.3,27.8,84.23,4.58,7.75,Low,Mid,PK,OF,139.09,Drip,Normal,Drip,33.95,55.3,39.76,27.65,16.59,11.06
Citrus,Loamy,5.99,1.42,142.33,51.02,387.65,1.31,13.65,34.08,67.04,2.61,4.61,Low,Initial,Urea,OF,184.7,Foliar,Controlled_Release,Flood,20.16,50.26,27.21,25.13,15.08,10.05
Rice,Sandy,5.64,0.56,252.46,68.97,356.33,1.19,115.24,26.88,85.43,3.87,2.26,Medium,Initial,NK,CF,123.46,Broadcast,Normal,Drip,28.96,66.92,54.2,33.46,20.08,13.38
Citrus,Loamy,6.19,1.37,69.45,79.92,330.15,1.59,27.78,27.64,55.28,3.45,6.27,Low,Initial,Urea,OF,141.29,Drip,Biochar,Drip,41.49,47.03,33.29,23.52,14.11,9.41
Vegetable,Sandy,8.34,1.31,51.9,30.32,166.73,1.2,52.81,16.7,51.21,4.21,4.71,Low,Initial,Urea,OF,167.11,Foliar,Normal,Flood,14.9,53.16,31.81,26.58,15.95,10.63
Vegetable,Clay,8.04,1.63,266.2,43.42,181.81,1.41,50.68,27.18,59.07,4.43,4.58,High,Mid,Urea,CF,86.48,Foliar,Controlled_Release,Drip,26.69,41.84,48.38,20.92,12.55,8.37
Citrus,Loamy,6.82,1.01,268.52,59.39,364.05,1.24,71.93,21.11,86.07,4.42,6.45,Low,Late,PK,OF,89.3,Broadcast,Controlled_Release,Sprinkler,59.22,43.3,48.49,21.65,12.99,8.66
Vegetable,Sandy,6.95,1.16,85.85,45.82,391.26,1.51,39.37,24.59,78.73,5.1,3.74,Low,Initial,NPK,CF,198.48,Drip,Biochar,Sprinkler,11.69,62.93,31.71,31.46,18.88,12.59
Wheat,Loamy,8.2,1.72,124.43,32.88,71.48,1.5,57.62,29.56,78.65,1.36,2.83,High,Mid,NK,OF,114.25,Broadcast,Normal,Drip,42.84,44.4,38.86,22.2,13.32,8.88
Citrus,Loamy,7.27,2.32,262.65,67.13,213.89,1.33,110.65,16.54,75.65,5.95,5.29,High,Late,PK,OF,91.41,Drip,Biochar,Sprinkler,33.84,52.55,57.49,26.28,15.76,10.51
Wheat,Clay,8.14,0.97,70.94,72.47,190.23,1.19,6.92,17.22,54.78,3.89,3.33,Medium,Late,PK,CF,76.08,Broadcast,Normal,Sprinkler,23.71,35.06,46.08,17.53,10.52,7.01
Wheat,Clay,6.98,1.85,265.77,29.48,307.94,1.12,1.77,24.98,88.16,2.71,2.55,High,Mid,PK,OF,136.13,Drip,Controlled_Release,Sprinkler,52.78,35.7,26.22,17.85,10.71,7.14
Corn,Clay,6.1,1.55,193.67,29.7,222.7,1.34,119.69,31.34,64.94,4.1,5.12,Low,Initial,PK,OF,94.31,Broadcast,Biochar,Drip,65.4,55.29,58.63,27.64,16.59,11.06
Citrus,Clay,7.68,0.71,214.32,49.72,77.5,1.18,56.12,32.6,53.89,2.9,4.58,High,Initial,PK,CF,122.06,Foliar,Normal,Flood,17.44,56.5,46.29,28.25,16.95,11.3
Vegetable,Loamy,7.08,1.63,198.7,67.15,108.55,1.57,39.88,38.69,45.29,2.08,4.72,High,Mid,PK,OF,193.13,Broadcast,Normal,Flood,55.14,60.45,31.3,30.22,18.14,12.09
Wheat,Loamy,7.51,1.92,195.63,46.39,157.6,1.17,25.92,15.82,94.25,4.94,2.13,High,Initial,NPK,CF,150.64,Broadcast,Controlled_Release,Drip,22.17,43.48,28.86,21.74,13.04,8.7
Corn,Sandy,5.97,1.7,96.27,14.2,325.54,1.22,81.58,21.32,62.17,1.01,6.16,Low,Late,PK,OF,185.58,Foliar,Normal,Flood,18.55,61.98,33.4,30.99,18.59,12.4
Citrus,Sandy,7.44,0.71,109.01,30.65,320.79,1.48,75.15,36.58,78.61,1.4,6.2,Low,Initial,Urea,CF,124.99,Broadcast,Controlled_Release,Drip,40.48,59.53,47.63,29.76,17.86,11.91
Citrus,Sandy,6.65,2.21,195.01,45.2,320.06,1.32,31.46,21.2,91.12,2.09,5.79,Low,Late,Urea,OF,185.05,Foliar,Controlled_Release,Drip,50.33,51.88,28.04,25.94,15.56,10.38
Rice,Clay,6.5,0.58,150.35,61.57,321.91,1.28,29.18,26.16,41.71,0.67,7.67,Medium,Late,Urea,OF,175.23,Broadcast,Controlled_Release,Flood,46.81,54.92,31.34,27.46,16.48,10.98
Rice,Loamy,7.51,0.97,185.32,64.25,195.76,1.28,99.93,31.02,89.28,4.19,3.24,High,Initial,PK,OF,107.34,Drip,Controlled_Release,Flood,45.52,58.87,54.84,29.44,17.66,11.77
Wheat,Loamy,7.28,1.73,113.34,62.66,265.16,1.36,88.68,38.6,90.04,3.62,2.74,Low,Initial,NPK,CF,155.65,Drip,Biochar,Drip,23.73,63.68,40.91,31.84,19.1,12.74
Rice,Sandy,7.45,0.94,165.96,16.64,100.68,1.37,91.67,37.55,52.05,5.23,2.67,Medium,Late,NK,CF,168.17,Drip,Biochar,Drip,67.59,70.47,41.9,35.24,21.14,14.09
Wheat,Sandy,8.4,0.7,85.85,53.12,128.53,1.26,54.69,30.25,58.2,3.56,6.05,Medium,Initial,Urea,OF,169.82,Drip,Controlled_Release,Drip,41.83,56.84,33.47,28.42,17.05,11.37
Vegetable,Loamy,7.6,1.52,59.6,39.78,163.25,1.45,37.22,31.94,88.59,0.92,7.69,High,Mid,NPK,CF,123.16,Broadcast,Normal,Sprinkler,12.56,50.83,41.27,25.42,15.25,10.17
Wheat,Clay,7.42,1.94,287.78,31.95,229.66,1.24,59.74,37.15,67.27,1.08,5.62,Low,Initial,PK,OF,165.03,Drip,Normal,Flood,37.28,51.16,31,25.58,15.35,10.23
Rice,Sandy,7.34,1.32,230.76,67.93,114.35,1.22,71.25,30.18,85.49,5.16,4.89,Medium,Late,Urea,OF,145.39,Foliar,Controlled_Release,Sprinkler,43.32,61.48,42.29,30.74,18.44,12.3
Vegetable,Sandy,6.7,1.9,174.52,35.09,356.06,1.53,86.71,20.74,40.36,3.76,7.95,High,Initial,Urea,CF,196.22,Foliar,Normal,Sprinkler,52.43,71.78,36.58,35.89,21.53,14.36
Rice,Loamy,8.02,2.22,187.75,22.78,267.46,1.16,55.12,16.41,66.36,3.48,4.57,Medium,Mid,Urea,OF,71.83,Broadcast,Normal,Sprinkler,62.12,36.74,51.15,18.37,11.02,7.35
Wheat,Loamy,6.64,2.42,177.79,58.7,237.95,1.58,83.41,29.71,69.15,5.15,5.52,Low,Mid,NK,OF,138.64,Drip,Controlled_Release,Flood,55.04,51.17,36.91,25.58,15.35,10.23
Corn,Sandy,7.6,0.97,274.7,19.49,55.62,1.38,62.5,34.21,74.66,3.54,5.13,High,Mid,Urea,CF,124.98,Foliar,Biochar,Drip,40.26,53.46,42.77,26.73,16.04,10.69
Citrus,Sandy,6.38,1.71,243.41,30.57,246.83,1.56,19.37,32.55,62.14,2.15,4.95,Low,Mid,NPK,CF,71.87,Broadcast,Normal,Drip,20.47,34.12,47.47,17.06,10.24,6.82
Rice,Clay,5.94,1.03,131.29,41.11,370.53,1.59,9.14,29.67,40.91,5.88,5.41,High,Mid,NPK,CF,121.09,Foliar,Normal,Sprinkler,79.14,44.78,36.98,22.39,13.43,8.96
Wheat,Clay,5.89,2.24,104.55,19.92,128.37,1.31,67.3,27.18,67.8,5.18,7.77,Medium,Initial,Urea,OF,171.64,Broadcast,Normal,Flood,24.78,57.46,33.48,28.73,17.24,11.49
Vegetable,Clay,7.4,2.28,66.63,30.11,127.25,1.2,55.62,32.12,70.71,2.25,3.49,Medium,Mid,Urea,CF,83.7,Drip,Biochar,Sprinkler,30.88,40.29,48.14,20.14,12.09,8.06
Rice,Clay,6.48,1.14,86.95,54.91,370.13,1.57,45.68,16.91,59.78,4.33,5,Low,Late,NK,CF,72.58,Drip,Biochar,Drip,21.46,37.62,51.83,18.81,11.29,7.52
Rice,Sandy,6.33,1.79,172.52,49.02,341.44,1.52,68.41,28.21,89.82,0.81,7.15,High,Initial,Urea,CF,181.28,Drip,Normal,Flood,40.72,63.99,35.3,32,19.2,12.8
Citrus,Sandy,7.28,2.28,100.64,69.1,288.19,1.19,84.12,20.08,56.22,3.25,3.38,Medium,Initial,PK,CF,165.92,Drip,Controlled_Release,Drip,69.39,59.47,35.84,29.74,17.84,11.89
Wheat,Sandy,5.58,1.52,128.1,19.86,306.63,1.18,27.79,30.56,42.42,4.34,6.81,Low,Mid,Urea,CF,154.35,Drip,Normal,Drip,62.04,49.45,32.04,24.72,14.84,9.89
Corn,Clay,6.24,1.94,83.33,70.47,70.72,1.6,65.42,15.51,86.96,2.64,3.42,High,Mid,Urea,OF,190.43,Drip,Biochar,Drip,73.46,61.61,32.35,30.8,18.48,12.32
Vegetable,Sandy,6.52,2.1,280.7,15.29,316.46,1.39,26.32,36.29,94.66,4.51,2.14,Low,Initial,Urea,OF,136.78,Foliar,Controlled_Release,Drip,58.16,43.7,31.95,21.85,13.11,8.74
Wheat,Loamy,7.63,2.24,58.43,62.04,310.61,1.33,76.83,27.92,84.94,2.26,2.51,Low,Mid,NK,OF,127.58,Drip,Controlled_Release,Drip,38.26,50.31,39.43,25.16,15.09,10.06
Vegetable,Clay,7.14,1.53,137.95,24.48,67.49,1.41,66.7,26.86,51.71,3.13,5.32,High,Late,NK,OF,190.2,Foliar,Biochar,Flood,73.63,65.72,34.55,32.86,19.72,13.14
Rice,Loamy,8.07,2.38,114.54,73.22,326.41,1.52,84.02,37.95,50.1,3.36,2.23,Medium,Initial,NK,CF,101.69,Foliar,Normal,Flood,17.88,50.87,50.02,25.44,15.26,10.17
Citrus,Clay,6.5,1.76,52.08,12.91,274.31,1.11,100.26,21.26,44.78,3.46,3.9,High,Late,NPK,OF,171.89,Drip,Biochar,Flood,46.75,61.63,35.85,30.82,18.49,12.33
Citrus,Sandy,6.39,0.8,282.15,50.62,249.97,1.15,39.18,20.63,88.37,5.95,6.42,High,Late,NPK,CF,129.82,Foliar,Controlled_Release,Drip,20.21,51.96,40.02,25.98,15.59,10.39
Corn,Clay,5.6,1.72,128.4,10.9,230.07,1.44,107.14,15.35,80.88,5.58,6.06,High,Mid,PK,CF,102,Broadcast,Controlled_Release,Flood,11.98,58.35,57.21,29.18,17.5,11.67
Citrus,Loamy,8.36,1.1,175.57,61.52,229.73,1.44,9.19,16.76,91.45,4.33,4.82,Medium,Late,NK,OF,73.25,Foliar,Biochar,Drip,75.65,27.17,37.09,13.58,8.15,5.43
Rice,Clay,7,1.24,195.65,12.36,132.03,1.59,76.27,19.1,76.31,2.69,7.33,Low,Initial,NPK,CF,183.9,Foliar,Normal,Flood,48.32,67.8,36.87,33.9,20.34,13.56
Corn,Loamy,7.01,2.12,202.62,60.9,51.08,1.11,36.75,26.41,42.34,4.27,4.87,Low,Mid,NPK,OF,78.42,Drip,Normal,Drip,31.7,33.43,42.63,16.72,10.03,6.69
Wheat,Sandy,8.27,2.45,165.07,66.6,385.92,1.14,89.69,34.72,57.42,2.48,2.65,Low,Initial,Urea,CF,142.02,Foliar,Normal,Flood,15.89,60.7,42.74,30.35,18.21,12.14
Citrus,Loamy,6.37,2.24,198.46,72.69,211.49,1.34,0.92,18.9,73.35,4.87,3.69,High,Late,Urea,OF,191.59,Foliar,Normal,Drip,20.99,48.12,25.12,24.06,14.44,9.62
Corn,Sandy,6.5,1.15,237.94,35.16,65.22,1.43,99.66,20.02,67.47,1.26,7.95,High,Late,NK,CF,178.63,Broadcast,Controlled_Release,Flood,21.48,73.14,40.94,36.57,21.94,14.63
Rice,Loamy,7.47,1.41,288.02,47.98,165.9,1.23,99.94,25.89,44.82,0.81,7.41,High,Mid,Urea,CF,179.3,Drip,Biochar,Flood,46.76,69.83,38.95,34.92,20.95,13.97
Vegetable,Sandy,7.86,2.47,214.26,61.35,180.57,1.23,58.02,39.03,41.67,2.33,7.98,Medium,Late,NPK,CF,152.89,Broadcast,Biochar,Flood,11.18,52.51,34.34,26.26,15.75,10.5
Vegetable,Loamy,7.6,2.35,165.56,67.45,354.9,1.12,111.53,39.6,55.87,2.52,5.37,Medium,Mid,NK,OF,171.6,Broadcast,Biochar,Sprinkler,13.27,65.93,38.42,32.97,19.78,13.19
Rice,Sandy,7.87,2.45,161.15,64.8,169.8,1.12,49.99,36.53,77.81,5.76,3.41,Medium,Late,PK,CF,71.42,Foliar,Normal,Flood,28.77,38.73,54.23,19.36,11.62,7.75
Rice,Sandy,7.23,1.37,227.46,69.35,357.75,1.14,108.59,15.16,91.98,5.65,2.25,High,Late,NPK,CF,163.85,Foliar,Controlled_Release,Drip,18.97,65.17,39.77,32.58,19.55,13.03
